,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
278,Vestmannaeyjar,100,IS,1561675678,97,63.44,-20.27,52.78,18.48
279,Tilichiki,98,RU,1561675679,73,60.47,166.1,48.91,7.99
280,Souillac,0,FR,1561675680,62,45.6,-0.6,84.2,5.82
281,Port Macquarie,16,AU,1561675681,100,-31.43,152.91,60.01,4.7
282,Sladkovo,47,RU,1561675682,89,55.53,70.34,47.61,4.03
283,Goderich,0,CA,1561675684,72,43.74,-81.71,73.0,3.0
284,Ulaangom,100,MN,1561675685,35,49.98,92.07,67.99,2.3
285,Bambous Virieux,20,MU,1561675686,78,-20.34,57.76,73.4,11.41
286,Sinnamary,99,GF,1561675687,81,5.38,-52.96,81.13,16.28
287,Flin Flon,75,CA,1561675688,40,54.77,-101.88,71.6,10.29
288,Hanzhong,100,CN,1561675689,90,33.08,107.03,65.32,2.08
289,Pa Sang,20,TH,1561675691,83,18.53,98.94,79.0,4.7
290,Bela Vista,53,BR,1561675692,66,-22.11,-56.53,73.33,11.01
291,Nome,40,US,1561675693,65,30.04,-94.42,87.01,8.05
292,Adrar,0,DZ,1561675694,7,27.87,-0.29,98.6,10.29
293,Canakkale,0,TR,1561675695,56,40.15,26.41,73.4,3.36
294,Yamada,75,JP,1561675696,94,36.58,137.08,77.0,2.24
295,Flinders,20,AU,1561675698,100,-34.58,150.85,59.0,10.29
296,Tadine,100,NC,1561675699,86,-21.55,167.88,71.24,14.54
297,Kirksville,1,US,1561675592,59,40.19,-92.58,89.6,14.99
298,Katakwi,6,UG,1561675701,95,1.91,33.96,64.24,4.25
299,Gibara,75,CU,1561675702,78,21.11,-76.13,82.4,12.75
300,Pevek,100,RU,1561675703,95,69.7,170.27,34.63,11.72
301,Mantua,0,IT,1561675705,74,45.16,10.79,87.8,1.12
302,Auki,17,NG,1561675706,75,12.18,6.51,77.33,11.12
303,Lasa,40,CY,1561675707,88,34.92,32.53,77.0,5.82
304,Muisne,75,EC,1561675708,83,0.61,-80.02,80.6,5.82
305,Mayor Pablo Lagerenza,94,PY,1561675709,59,-19.93,-60.77,78.53,9.95
306,Clyde River,20,CA,1561675711,49,70.47,-68.59,48.2,19.46
307,Conceicao do Araguaia,14,BR,1561675712,61,-8.26,-49.26,74.39,0.92
308,Chepareria,79,KE,1561675713,74,1.32,35.2,66.8,7.09
309,Eureka,20,US,1561675469,87,40.8,-124.16,63.0,8.05
310,Belyy Yar,76,RU,1561675715,93,53.6,91.39,57.2,3.49
311,Kudahuvadhoo,17,MV,1561675716,70,2.67,72.89,83.47,7.02
312,Padang,64,ID,1561675718,73,-0.92,100.36,82.21,4.47
313,Sabang,97,PH,1561675719,85,13.8,121.11,79.52,4.68
314,Erenhot,0,CN,1561675720,32,43.65,111.97,67.73,19.55
315,Saint Albans,1,US,1561675721,44,44.81,-73.08,86.0,8.05
316,Murray Bridge,4,AU,1561675722,61,-35.12,139.28,63.0,7.0
317,Lobito,34,AO,1561675723,89,-12.35,13.55,62.05,2.48
318,Lewistown,1,US,1561675725,62,40.39,-90.15,90.0,5.82
319,Bashtanka,93,UA,1561675726,83,47.4,32.45,66.4,12.53
320,Sakaraha,0,MG,1561675727,79,-22.91,44.53,64.19,2.93
321,Dondaicha,100,IN,1561675728,73,21.33,74.56,82.6,11.9
322,Butaritari,1,KI,1561675729,70,3.07,172.79,84.06,11.03
323,Soledad,1,US,1561675608,47,36.43,-121.33,79.0,14.99
324,Vanavara,13,RU,1561675732,49,60.35,102.28,71.03,3.96
325,Fortuna,20,US,1561675733,72,40.6,-124.16,62.6,11.41
326,Sarab,0,IR,1561675734,82,38.61,44.99,53.78,3.04
327,Lichinga,0,MZ,1561675735,73,-13.3,35.25,56.79,3.89
328,Laukaa,0,FI,1561675736,70,62.42,25.95,50.0,9.17
329,Owando,83,CG,1561675737,73,-0.49,15.91,74.3,1.21
330,Elizabeth City,40,US,1561675445,52,36.3,-76.22,91.4,8.05
331,Harlingen,90,NL,1561675740,76,53.18,5.41,60.01,8.05
332,Kristinehamn,20,SE,1561675741,76,59.31,14.11,55.0,4.7
333,San Cristobal,21,HN,1561675742,59,14.68,-86.92,75.04,6.96
334,Ust-Ilimsk,0,RU,1561675743,48,57.96,102.73,71.15,4.27
335,Douglas,20,US,1561675469,30,58.28,-134.39,80.6,18.34
336,Libreville,40,GA,1561675746,83,0.39,9.45,78.8,8.05
337,Lugovskoy,0,RU,1561675747,93,56.96,64.53,52.0,1.36
338,Erzin,75,TR,1561675748,83,36.95,36.2,81.0,3.36
339,Talaban,75,IQ,1561675749,94,35.38,44.92,75.2,4.7
340,Tigil,41,RU,1561675750,48,57.8,158.67,61.88,7.25
341,Berlevag,74,NO,1561675751,83,70.86,29.09,41.8,22.84
342,Tura,78,RU,1561675739,51,64.27,100.22,75.11,5.79
343,Rawson,98,AR,1561675754,68,-43.3,-65.11,36.76,20.0
344,Mitsamiouli,11,KM,1561675755,80,-11.38,43.28,77.54,19.82
345,Salinopolis,3,BR,1561675756,78,-0.61,-47.36,82.93,19.6
346,Mirnyy,100,RU,1561675757,99,56.57,36.46,56.38,0.56
347,Bambanglipuro,90,ID,1561675759,75,-7.95,110.28,77.0,13.49
348,Iqaluit,40,CA,1561675760,62,63.75,-68.52,51.8,8.05
349,Pachino,1,IT,1561675761,78,36.72,15.09,73.4,3.36
350,Kavaratti,44,IN,1561675762,75,10.57,72.64,83.2,16.35
351,Banjar,96,ID,1561675763,90,-7.37,108.54,70.67,0.89
352,Szczytno,0,PL,1561675764,83,53.57,20.99,51.89,6.26
353,Ukiah,1,US,1561675766,33,39.15,-123.21,75.0,11.41
354,Aranos,0,NA,1561675767,29,-24.14,19.11,55.17,8.77
355,Grootfontein,0,NA,1561675768,60,-19.56,18.1,47.9,4.07
356,Jalu,0,LY,1561675769,44,29.03,21.55,82.31,10.25
357,Sur,0,OM,1561675770,63,22.57,59.53,84.85,14.67
358,Faanui,67,PF,1561675772,81,-16.48,-151.75,79.06,13.73
359,Rupert,1,US,1561675773,22,42.62,-113.68,78.8,11.41
360,Havre-Saint-Pierre,90,CA,1561675774,93,50.23,-63.6,53.6,10.29
361,Puri,0,ID,1561675775,78,-7.54,112.45,72.32,14.63
362,Buala,100,SB,1561675776,75,-8.15,159.59,83.03,9.08
363,Venado,0,MX,1561675777,42,22.93,-101.09,71.32,19.22
364,Barcelos,17,BR,1561675779,95,-0.97,-62.93,75.19,2.55
365,Barentu,18,ER,1561675780,68,15.11,37.59,71.57,5.86
366,Constanza,75,DO,1561675781,100,18.91,-70.74,75.2,9.17
367,Puerto del Rosario,20,ES,1561675782,68,28.5,-13.86,71.6,14.99
368,Armacao de Pera,0,PT,1561675490,60,37.1,-8.36,69.8,10.29
369,Palora,75,EC,1561675784,69,-1.7,-77.97,78.8,6.93
370,Lakselv,100,NO,1561675785,70,70.05,24.96,42.8,27.51
371,Melita,48,CA,1561675657,47,49.27,-100.98,82.99,5.01
372,Ishikawa,75,JP,1561675788,100,37.14,140.45,80.01,2.24
373,Pitimbu,75,BR,1561675789,78,-7.47,-34.81,77.0,9.17
374,Zrece,88,SI,1561675790,88,46.38,15.38,73.4,3.36
375,Oksfjord,75,NO,1561675791,80,70.24,22.35,42.8,35.57
376,College,90,US,1561675792,37,64.86,-147.8,78.8,2.08
377,Broome,4,GB,1561675794,87,52.47,1.45,57.0,9.17
378,Nyuksenitsa,42,RU,1561675795,88,60.41,44.24,45.29,5.01
379,Orocue,24,CO,1561675796,86,4.79,-71.34,77.76,5.61
380,Turukhansk,94,RU,1561675797,94,65.8,87.96,49.82,10.49
381,Yumen,1,CN,1561675798,33,40.29,97.04,68.6,10.94
382,Pavlovsk,0,RU,1561675799,59,53.31,82.99,66.2,6.71
383,Vostok,100,RU,1561675801,98,46.45,135.83,49.48,3.98
384,Biltine,73,TD,1561675802,57,14.53,20.93,82.28,10.09
385,Hambantota,100,LK,1561675803,77,6.12,81.12,82.4,19.01
386,Baykit,66,RU,1561675804,40,61.68,96.39,74.18,5.12
387,Rio Cuarto,0,AR,1561675537,40,-33.13,-64.35,51.8,5.82
388,Hobyo,84,SO,1561675806,76,5.35,48.53,76.0,22.95
389,Rio Claro,0,BR,1561675808,82,-22.41,-47.56,64.4,1.12
390,Kyabe,37,TD,1561675809,85,9.45,18.94,73.58,3.27
391,Pershotravneve,18,UA,1561675810,79,51.38,28.88,56.59,11.77
392,Beira,0,ES,1561675811,93,43.2,-8.36,64.0,3.36
393,Najran,0,SA,1561675812,13,17.54,44.22,89.6,3.36
394,Borcea,0,RO,1561675813,83,44.33,27.73,77.0,11.41
395,Vangaindrano,85,MG,1561675815,94,-23.35,47.6,66.89,3.91
396,Magadan,26,RU,1561675816,75,59.56,150.8,50.69,6.89
397,Viedma,18,AR,1561675817,54,-40.81,-62.99,52.85,10.47
398,Rakek,20,SI,1561675818,94,45.81,14.32,80.6,4.7
399,Luwingu,0,ZM,1561675819,74,-10.26,29.92,50.96,4.25
400,Shaunavon,93,CA,1561675821,72,49.65,-108.41,68.63,19.22
401,Roccastrada,0,IT,1561675822,73,43.01,11.17,82.0,2.24
402,Burnie,61,AU,1561675823,97,-41.05,145.91,51.01,4.0
403,San Quintin,100,PH,1561675824,96,17.54,120.52,74.48,5.06
404,Oga,0,IT,1561675825,67,46.46,10.35,71.6,4.7
405,Ocean City,20,US,1561675826,38,30.44,-86.61,95.0,4.68
406,Port-Gentil,20,GA,1561675828,88,-0.72,8.78,75.2,4.7
407,Hualmay,17,PE,1561675829,86,-11.1,-77.61,63.14,16.73
408,Dolores,45,UY,1561675830,72,-33.53,-58.22,50.0,13.71
409,Djambala,0,CG,1561675831,58,-2.55,14.76,70.11,3.4
410,Faya,0,SA,1561675832,9,18.39,42.45,77.0,3.36
411,Maceio,40,BR,1561675833,78,-9.67,-35.74,73.4,2.24
412,Vestmanna,90,FO,1561675835,100,62.16,-7.17,50.0,13.87
413,Yueyang,92,CN,1561675836,80,29.36,113.12,84.13,11.34
414,Takoradi,83,GH,1561675837,94,4.89,-1.75,73.17,4.09
415,Constitucion,75,MX,1561675838,17,23.99,-104.67,82.99,11.41
416,Agadir,0,MA,1561675839,77,30.42,-9.58,66.2,3.36
417,Wilmington,40,US,1561675840,33,39.75,-75.55,90.0,4.7
418,Ahipara,12,NZ,1561675841,72,-35.17,173.16,57.89,12.01
419,Travesia,40,HN,1561675843,66,15.87,-87.9,87.8,18.34
420,Batemans Bay,17,AU,1561675844,91,-35.71,150.18,51.01,2.91
421,Kumluca,9,TR,1561675845,66,36.37,30.29,66.44,4.16
422,Manavalakurichi,20,IN,1561675846,88,8.13,77.3,80.6,6.93
423,Mareeba,40,AU,1561675847,73,-16.99,145.42,75.99,11.41
424,Kortkeros,94,RU,1561675849,100,61.81,51.56,48.0,2.24
425,Guane,25,CU,1561675850,74,22.2,-84.09,84.4,19.24
426,Pergamino,100,AR,1561675851,71,-33.9,-60.57,52.0,3.0
427,Salta,0,AR,1561675852,54,-24.79,-65.41,59.0,6.93
428,Murgab,40,TM,1561675853,39,37.5,61.97,78.8,6.93
429,Nemuro,100,JP,1561675854,82,43.32,145.57,48.83,12.82
430,Gopalganj,87,BD,1561675856,80,23.01,89.83,84.17,11.99
431,Prince Rupert,90,CA,1561675857,82,54.32,-130.32,60.8,4.7
432,Bayanday,96,RU,1561675858,71,53.07,105.52,59.83,3.24
433,Ulkan,0,RU,1561675859,42,57.24,107.32,72.0,11.48
434,Peleduy,0,RU,1561675860,41,59.63,112.75,74.25,8.32
435,Axim,100,GH,1561675861,87,4.87,-2.24,76.9,10.51
436,Kuryk,0,KZ,1561675863,26,43.18,51.68,73.48,4.25
437,Oistins,40,BB,1561675864,74,13.07,-59.53,82.4,19.46
438,Kruisfontein,0,ZA,1561675865,19,-34.0,24.73,55.03,11.01
439,Polson,1,US,1561675728,52,47.69,-114.16,70.0,4.7
440,Kingori,20,TZ,1561675867,91,-3.38,37.02,60.68,3.91
441,Miyako,75,JP,1561675868,88,33.63,130.94,77.0,8.05
442,Taywarah,0,AF,1561675870,30,33.35,64.42,56.72,7.31
443,Portland,90,US,1561675871,82,43.66,-70.25,75.0,8.05
444,Zambezi,0,ZM,1561675872,53,-13.55,23.12,55.15,4.25
445,Cajazeiras,47,BR,1561675658,87,-6.89,-38.56,71.98,8.16
446,Christchurch,43,NZ,1561675874,47,-43.53,172.64,39.2,1.12
447,Maniitsoq,0,GL,1561675875,64,65.42,-52.9,41.9,25.95
448,Yarada,91,IN,1561675877,76,17.65,83.27,84.46,13.04
449,Ocampo,60,MX,1561675878,48,27.32,-102.4,76.59,22.5
450,Tuatapere,64,NZ,1561675879,88,-46.13,167.69,46.0,4.0
451,Saint-Francois,0,FR,1561675880,73,46.42,3.91,77.0,3.36
452,Koslan,69,RU,1561675881,69,63.46,48.9,48.67,5.32
453,Whitehaven,75,US,1561675882,58,35.03,-90.03,82.99,5.82
454,Northam,75,AU,1561675884,93,-31.65,116.67,46.4,3.36
455,Grand Forks,40,US,1561675885,57,47.91,-97.06,84.2,9.17
456,Chibombo,0,ZM,1561675886,76,-14.68,28.09,52.45,5.64
457,Sioux Lookout,75,CA,1561675776,38,50.1,-91.92,80.6,11.41
458,Fort Wellington,100,GY,1561675888,97,6.4,-57.6,73.48,3.13
459,Silver City,1,US,1561675889,15,32.77,-108.28,93.2,8.05
460,Chantada,0,ES,1561675891,82,42.61,-7.77,64.0,2.24
461,Tirumullaivasal,100,IN,1561675892,65,11.24,79.84,82.48,6.89
462,Piopio,0,CL,1561675893,60,-42.79,-73.57,41.0,5.82
463,Pasighat,100,IN,1561675894,99,28.06,95.33,69.55,2.8
464,Zabaykalsk,100,CN,1561675895,56,49.64,117.33,60.32,23.4
465,Malayal,75,PH,1561675896,88,7.21,121.94,80.6,2.24
466,Tutoia,0,BR,1561675898,83,-2.76,-42.27,82.4,8.05
467,Trindade,0,BR,1561675899,44,-16.66,-49.49,75.2,6.93
468,Makakilo City,75,US,1561675696,100,21.35,-158.09,82.99,9.17
469,Port Lincoln,58,AU,1561675901,65,-34.72,135.86,61.9,27.36
470,Nanortalik,100,GL,1561675902,98,60.14,-45.24,38.11,3.4
471,Lavrentiya,100,RU,1561675903,94,65.58,-170.99,48.19,6.44
472,Husavik,40,CA,1561675905,27,50.56,-96.99,82.99,5.01
473,Rosetown,84,CA,1561675906,46,51.55,-107.99,73.0,10.0
474,Dhidhdhoo,69,MV,1561675907,73,6.88,73.1,83.45,12.08
475,Caarapo,33,BR,1561675707,92,-22.63,-54.82,66.85,10.85
476,Licheng,51,CN,1561675909,88,24.5,110.4,80.41,3.47
477,Monrovia,75,LR,1561675910,94,6.33,-10.8,77.0,6.53
478,Lagos,92,NG,1561675912,93,6.46,3.39,74.68,4.47
479,Pardina,92,RO,1561675913,64,45.31,28.96,73.4,10.29
480,Vila Franca do Campo,20,PT,1561675914,82,37.72,-25.43,62.6,6.93
481,Poum,20,MK,1561675915,72,41.28,20.71,62.6,9.17
482,Hansot,40,IN,1561675916,89,21.59,72.81,84.2,9.17
483,Altamirano,0,AR,1561675917,58,-35.36,-58.15,53.6,5.82
484,Matadi,6,CD,1561675919,93,-5.83,13.46,65.3,2.17
485,Ghanzi,16,BW,1561675920,40,-21.7,21.65,57.19,10.22
486,Verkh-Usugli,100,RU,1561675921,57,52.7,115.17,61.43,6.82
487,Belaya Gora,15,RU,1561675922,25,68.54,146.19,67.93,8.75
488,Nouadhibou,0,MR,1561675923,64,20.93,-17.03,71.6,20.8
489,Egvekinot,100,RU,1561675925,95,66.32,-179.17,43.81,6.44
490,Ayan,0,IR,1561675926,82,38.23,44.7,53.78,3.04
491,Suntar,95,RU,1561675927,58,62.16,117.65,72.68,1.86
492,Yumaguzino,88,RU,1561675928,79,52.9,56.39,51.44,4.52
493,Junagadh,74,IN,1561675929,76,21.52,70.46,84.06,14.94
494,Mogadouro,0,PT,1561675648,77,41.34,-6.71,63.99,2.75
495,Arlit,95,NE,1561675932,18,18.74,7.39,95.51,2.06
496,Lososina,52,RU,1561675933,53,49.0,140.31,60.71,3.4
497,Launceston,93,AU,1561675934,93,-41.43,147.14,46.0,10.29
498,San Jose,20,HN,1561675716,38,14.25,-87.96,89.6,8.05
499,Araceli,100,PH,1561675936,87,10.55,119.99,80.26,1.83
500,Kijang,75,KR,1561675937,83,35.24,129.21,75.2,9.17
501,Zima,100,RU,1561675938,89,53.93,102.05,59.42,5.7
502,Evensk,100,RU,1561675940,82,61.92,159.24,52.52,2.35
503,Mortka,98,RU,1561675941,75,59.33,66.02,48.24,0.69
504,Verkhnyaya Sysert,92,RU,1561675942,100,56.44,60.75,42.8,4.36
505,Bangangte,100,CM,1561675943,99,5.14,10.52,66.69,1.63
506,Liberta,98,ML,1561675944,80,12.26,-11.02,76.28,5.21
507,Warnes,90,BO,1561675945,93,-17.51,-63.16,66.2,17.22
508,Borogontsy,0,RU,1561675947,35,62.67,131.17,77.65,4.61
509,Honningsvag,96,NO,1561675948,92,70.98,25.97,41.09,26.82
510,Zhangye,91,CN,1561675949,36,38.94,100.46,63.02,9.64
511,Mercedes,45,UY,1561675950,72,-33.25,-58.03,50.0,13.71
512,Alice Springs,0,AU,1561675951,59,-23.7,133.88,37.4,4.7
513,Saint Anthony,1,US,1561675952,26,43.97,-111.68,80.6,14.99
514,Balakhninskiy,0,RU,1561675954,50,58.01,114.28,68.63,5.26
515,Tiarei,75,PF,1561675955,78,-17.53,-149.33,80.6,18.34
516,Villeneuve-sur-Lot,0,FR,1561675956,73,44.41,0.7,82.0,5.82
517,Dauphin,1,CA,1561675957,32,51.15,-100.04,80.6,5.82
518,Ixtapa,75,MX,1561675958,52,20.71,-105.21,89.01,14.99
519,Klaksvik,90,FO,1561675960,100,62.23,-6.59,50.0,13.87
520,Moerai,28,PF,1561675961,77,-22.43,-151.33,70.79,17.52
521,Tagusao,100,PH,1561675962,79,9.19,117.81,82.06,13.58
522,Shingu,75,JP,1561675963,88,33.72,135.99,77.0,4.7
523,Sechura,13,PE,1561675964,86,-5.56,-80.82,66.01,14.05
524,Churapcha,0,RU,1561675965,43,62.0,132.43,74.88,8.66
525,Isangel,90,VU,1561675967,94,-19.55,169.27,73.4,17.92
526,Banda Aceh,65,ID,1561675927,79,5.56,95.32,83.21,17.81
527,Chaman,0,AF,1561675969,12,30.92,66.46,70.94,2.73
528,Guantanamo,40,BO,1561675970,78,-16.14,-62.05,77.0,3.09
529,Lorengau,79,PG,1561675971,79,-2.02,147.27,82.84,9.89
530,Bonthe,100,SL,1561675972,89,7.53,-12.5,77.24,6.15
531,Keti Bandar,56,PK,1561675974,81,24.14,67.45,84.19,21.43
532,Jacareacanga,17,BR,1561675975,68,-6.22,-57.76,77.8,1.41
533,La Ronge,75,CA,1561675976,60,55.1,-105.3,68.0,6.93
534,Goma,99,CD,1561675925,98,-1.67,29.23,53.95,2.35
535,Saint-Leu,0,RE,1561675978,69,-21.15,55.28,73.4,24.16
536,Kanye,0,BW,1561675979,59,-24.98,25.34,53.19,13.33
537,Riviere-au-Renard,90,CA,1561675980,77,49.0,-64.4,59.0,3.36
538,Longyearbyen,75,NO,1561675982,69,78.22,15.63,35.6,16.11
539,Anadyr,40,RU,1561675983,71,64.73,177.51,51.8,17.9
540,Talen,83,IN,1561675984,77,23.57,76.72,78.8,8.97
541,Nuuk,20,GL,1561675985,76,64.17,-51.74,48.2,9.17
542,Oswego,1,US,1561675986,62,37.17,-95.11,91.4,13.87
543,Gushikawa,40,JP,1561675988,88,26.35,127.87,82.4,9.17
544,Ovalle,72,CL,1561675989,77,-30.6,-71.2,50.71,1.99
545,Chimoio,75,MZ,1561675990,87,-19.11,33.48,60.8,1.32
546,Bonavista,91,CA,1561675991,82,48.65,-53.11,46.99,1.99
547,Bua Yai,88,TH,1561675992,74,15.59,102.43,78.97,14.97
548,Bilibino,100,RU,1561675994,84,68.06,166.44,45.11,3.11
549,Manta,93,RO,1561675939,68,45.1,24.1,70.45,2.8
550,Biak,100,ID,1561675996,95,-0.91,122.88,65.47,4.94
551,Nabire,100,ID,1561675997,96,-3.36,135.5,72.72,3.74
552,Carauari,5,BR,1561675998,89,-4.88,-66.9,75.47,0.65
553,Matamoros,20,US,1561675895,63,25.87,-97.51,91.4,13.87
554,Taltal,54,CL,1561676000,88,-25.41,-70.49,50.45,2.53
555,Phuket,20,TH,1561675843,66,7.89,98.4,84.2,8.05
556,Babu,99,CN,1561676003,88,23.23,104.89,69.86,3.02
557,Deputatskiy,0,RU,1561676004,24,69.3,139.9,67.55,5.37
